rating,sentiment,comment_clean,sentiment_encoded
1,negatif,"expérience honteuse dans cette salle de sport ! lorsque j ai simplement demandé le contact d un responsable des achats, on m a répondu de façon agressive d aller au siège, comme si j étais au marché aux poissons à devoir deviner ce qui est disponible. mouna, la soi disant responsable, s est permise de crier au lieu de répondre avec professionnalisme. comment pouvez vous espérer attirer de nouveaux clients quand votre personnel manque à ce point de formation, d information et de savoir vivre ? commencez par former vos équipes et désignez des responsables compétents dans vos salles, ça évitera ce genre de comportement inacceptable.",0
1,negatif,"accueil médiocre au california gym boumhel. on m a refusé à deux reprises la possibilité de visiter les lieux avant de m inscrire. je recommande d autres salles, moins prétentieuses et plus professionnelles.",0
5,positif,"franco tunsisenne je peux vous dire que c est mieux qu en france! bluffée par les machines, les coachs presents avec des cours au top! le rpm est juste genial, la propreté j ai jamais vu ça!!!!!; les femmes de menage qui nettoient toute la journée!!! même les tapis, l un après l autre, ça existe pas ça en france!!!!!bref conquise par ce concept!!!",2
5,positif,"c gym boumhal est la meilleure des c gym a tt les niveaux : personnel, coachs, entretien, hygiène vraiment bon travail et bonne continuation peut être c merite une extension de l espace musculation vu le nombre d adhérant :)",2
5,positif,"parfait , mais j apprends tardivement que le hammam peut être mis en route à la demande .. dommage de ne pas le préciser",2
1,negatif,j ai eu le pire expérience avec eux . les personnelles a l accueille partagent des fausses informations juste pour que les gens payent leur abonnement c est leur première objectif.. pauvre personnelles,0
3,neutre,"personnel super et les coachs sont très professionnel top cependant petit bémol le vaporium n est tjr pas en service et les salles sont pas mal climatisé, trop chaud quand ont est en coaching",1
2,negatif,"c est très cher, et pourquoi obligent ils les gens à s abonner à plus d une salle ? il faut un abonnement à une seule salle",0
1,negatif,"venu pour faire une visite des lieux, mais les personnes à la réception refusent l entrée, même pour minutes. service à la clientèle nulle.",0
5,positif,"très propre, spacieuse, bien rangé. la meilleure dans la région grand tunis sud.",2
5,positif,un excellent club et une équipe professionnelle de coaching dès la réception jusqu aux plateaux d entraînement,2
5,positif,bien organisé et les conditions sanitaires durant le covid sont bien respectées.,2
5,positif,"très bon plan , professionnels , propres et organisés",2
5,positif,"excellent club, comme tout le réseau cg",2
4,positif,personnel gentil grande salle,2
5,positif,le top des salles de gym en tunisie,2
5,positif,high level pas pour les débutants,2
5,positif,toooop! dernière technologie du matrix,2
5,positif,j adore,2
5,positif,on trouve tt,2
5,positif,super,2
5,positif,exceptionnel,2
5,positif,magnifique,2
5,positif,,2
1,negatif,"cette salle de sport a une ambiance très désagréable à cause de sa clientèle peu recommandable. elle est toujours bondée, même en dehors des heures de pointe. les machines sont mal agencées et certaines restent hors service pendant de longues périodes. les vestiaires femmes dégagent constamment une odeur nauséabonde, ce qui rend l expérience encore plus pénible.",0
4,positif,"s ils avaient juste eu une piscine, ça aurait été étoiles à part ça, tout va bien.",2
5,positif,le e anniversaire de la fondation de l armée nationale tunisienne depuis le mars,2
4,positif,bien,2
5,positif,"une belle salle de sport californienne, un personnel super sympa et réactif et le matériel diversifié habituel de haute qualité.",2
1,negatif,personnel très impoli,0
1,negatif,"trop cher, ça ne vaut pas le coup du tout.",0
5,positif,le meilleur gym de la région!,2
5,positif,le meilleur club de la ville,2
5,positif,expérience behya,2
5,positif,haut,2
5,positif,salle de sport,2
2,negatif,"california gym est décevant pour plusieurs raisons. la salle est petite et bondée, ce qui rend l entraînement inconfortable. plusieurs machines sont en panne, et il semble n y avoir aucune maintenance régulière. une mauvaise expérience avec la nutritionniste, qui ne respecte pas les rendez vous et adopte une attitude très désagréable avec les clients.",0
2,negatif,"california gym est décevant pour plusieurs raisons. la salle est petite et constamment bondée, ce qui rend l entraînement inconfortable. de nombreuses machines sont en panne, et il semble n y avoir aucune maintenance régulière. j ai également eu une mauvaise expérience avec leur nutritionniste, qui ne respecte pas les rendez vous et adopte une attitude très désagréable envers les clients. le seul point positif est leur honnêteté : à plusieurs reprises, j ai oublié des affaires sur place, et ils me les ont toujours rendues.",0
4,positif,dommage que celle ci soit petite. il y a le matériel nécessaire pour une séance de sport !,2
1,negatif,je me demande combien de temps ça vous prends pour réparer la machine des quads ça fait environ mois qu elle soit en panne!! dérniérement la machine papillon a été disparu c quoi ça!! on ne paie pas une telle somme d argents pour ça! je vais pas renouveller mon abonnement je vais changer de salle avec mon groupe donc vous aller perdre adhérents.,0
5,positif,"je conseille vivement cg le bardo. en effet, un endroit convivial et propre avec un accueil chaleureux, sympathique et pro. le personnel est très pro, dynamique et réactif. les coachs sont très sympas,compétents et accessibles.",2
3,neutre,"l espace est beaucoup plus petit que pour les autres salles, donc il y a beaucoup d attente pour les machines, par contre les coachs sont toujours présents pour conseiller...",1
2,negatif,salle trop petite.cout trop élevé pour le nombre et la qualité de machines.toujours remplie.,0
2,negatif,"la salle pour le cross fit et extrêmement petite, le plus dommage c est que toutes les salles en dehors des cours soient fermés ! il ne reste que la musculation et la salle cardio( velo, tapis etc)...faire ces exercices au sol, de gainage, étirements et autres entre les machines de musculation je trouve cela très très moyen !",0
4,positif,"très bonne expérience fitness, équipe pro à la réception surtout mohamed ali et très bons coach, spécialement ahmed et mahdi.",2
3,neutre,"un peu plus d entretien ne serait pas de refus, c est honteux de ne pas trouver assez de tapis pendant les cours sans parler des casiers qui ne se ferment pas...",1
3,neutre,le seul inconvénient c qu il n y a pas de couverture réseau au plateau de musculation et le wifi n est pas opérationnel,1
1,negatif,le prix est trop élevé par rapport à la qualité d équipements de la salle.,0
5,positif,une belle salle et une belle ambiance,2
3,neutre,la salle est propre et sécurisée mais très étroite. manque d équipements de musculation..,1
1,negatif,réceptionniste catastrophe !! même pas inha besh tfaser al a t esha motivation kont de el netrena batalt hhhhh,0
4,positif,meilleur personnel de california gym a éviter les heures de pointe,2
4,positif,bien mais je préfère celui de ennaser,2
1,negatif,la salle est trop petite.,0
5,positif,une parfaite salle de sport ..,2
5,positif,service et accueil chaleureux,2
5,positif,les meilleurs c ma deuxième famille,2
4,positif,bonne mais un peux serré,2
5,positif,bien équipé et organisé,2
4,positif,très bon cours,2
5,positif,j adore,2
4,positif,salle de gymnastique,2
4,positif,magnifique,2
5,positif,"la meilleure administration de tous les temps. des coachs très dynamiques, une ambiance générale qui vous motive à vous donner à fond.",2
5,positif,bon travail,2
4,positif,belle et charmante salle de sport,2
5,positif,rejoignez nous pour une expérience sportive incroyable,2
4,positif,endroit propre mais petit,2
5,positif,la meilleure chaîne de salle de sport en tunisie !,2
5,positif,distingué,2
1,negatif,en deçà des attentes,0
5,positif,sportif,2
5,positif,"salle de sport exceptionnelle, et je suis ravi de partager mon expérience. la salle est immense, avec de nombreux espaces dédiés à différents types d activités sportives. elle peut accueillir un grand nombre d adhérents sans jamais se sentir surpeuplée. les machines sont impeccablement propres et bien entretenues, ce qui est essentiel pour une bonne séance d entraînement. la salle est dirigée par une équipe de coachs compétents et toujours prêts à aider les adhérents à atteindre leurs objectifs sportifs. les cours proposés sont variés et nombreux, offrant un large choix pour tous les goûts et niveaux. les vestiaires sont propres, bien aménagés et complets, offrant tout le confort nécessaire après une séance de sport intense. de plus, la salle dispose de toutes les installations nécessaires pour un entraînement complet. en résumé, cette salle de sport est un véritable havre pour les amateurs de fitness. avec ses équipements de qualité, ses coachs dévoués et ses installations complètes, elle offre tout ce qu il faut pour une expérience sportive optimale.",2
5,positif,excellente salle de sport,2
5,positif,"salle tres propre, très bien frequentée, personnel poli et souriant. c est la salle ou je me sens le mieux parmi toutes celles de la chaine california gym sans meme pouvoir l expliquer car elles sont toutes au top. une question d energie j imagine ou alors d amenagement",2
5,positif,une réception très chaleureuse de la part de mlle imen je salue très fortement et je l encourage vivement,2
5,positif,excellente salle de sport,2
5,positif,"propreté, matériel neuf, cours nombreux et diversifiés et excellents coachs.",2
4,positif,bonne salle de sport. propre et bien rangée. plus de disques et de barres seraient utiles pour les haltérophiles et les hommes forts ;),2
5,positif,"excellente salle de sport ! propre, spacieuse, confortable et peu fréquentée.",2
5,positif,propre personnel sympathique bien organisé pas trop de monde,2
5,positif,"excellent service, équipement d entraînement neuf, tout est impeccable. personnel sympathique.",2
5,positif,neuf et dispose d un bon équipement,2
5,positif,très bien,2
5,positif,jolie design,2
5,positif,bon,2
1,negatif,"lorsque j ai sollicité l aide d un coach pour m accompagner dans ma série d exercices d entrainement cependant, sa réponse a été qu il n était pas encore échauffé pour m aider. bravo pour la qualité de votre coach très professionnel !",0
5,positif,super une salle de sport avec des cours collectifs au top,2
5,positif,la meilleure des salle california gym,2
1,negatif,salle non entretenu et un personnel irrespectueux,0
1,negatif,service null matériel non rangé des machines défectueuses encombrante,0
1,negatif,personnelle professionnalisme,0
1,negatif,incompétence totale accueil,0
5,positif,les meilleurs !!,2
1,negatif,"pas professionnel du tout, zéro accueil pas de suivi entraînement, les pseudo entraîneurs sont la pour draguer les filles et pas pour s occuper de l entraînement des abonnés zéro sur zéro",0
1,negatif,"la femme de menage avec les cheveux noirs du matin est tres tres derangeante, elle n arrête pas de parler aux abonnes et en plus elle surveille ce que chacun fait, en plus de cela elle pose des questions sans arret merci de lui demander de faire son travail cad le nettoyage et pas de faire connaissance ou de la collectz d information ce n est pas son role svp svp svp merci de ne plus nois deranger pendant nos seanczs d entraînement",0
2,negatif,"j ai trouvé une place de parking, mais l attitude du personnel était mauvaise. hobestly ne s est même pas entraîné et a décidé d aller à la salle de sport menzah à proximité.",0
5,positif,super,2
5,positif,bonne ambiance,2
5,positif,"je suis inscrit depuis quelques semaines et je suis vraiment satisfait! l accueil est excellent: le personnel est toujours souriant et disponible pour répondre aux questions. les cours collectifs (rpm, body combat, body attack, etc.. ) sont hyper dynamiques, avec des coachs passionnants (surtout haythem) qui créent une super ambiance. on se sent tout de suite à l aise! en plus, la salle est toujours propre (machines nettoyées régulièrement, vestiaires impeccables). un vrai plaisir de s y entraîner. à recommander sans hésiter pour ceux qui cherchent une salle conviviale et bien entretenue !",2
5,positif,une salle de musculation très bien située en face hôtel movenpick et surtout très bien équipée avec une partie cardio et une autre partie musculation,2
1,negatif,acceuil triste limite vous les déranger j ai payer pour jours a deux dinars je de passage a sousse pour jours er et dernière fois nous n avons fait que jours on n a très bien vu que j étais un adepte du rameur poser dans un coin d une salle cela ne me déranger point mais se matin en arrivant a h le coach m a dit de sortir de revenir dans une demi heure sans chercher à trouver une simple solution au moins sortir le rameur le mettre dans un autre coin mais ne pas me faire attendre du coup je leurs fait cadeaux des dinars je ne les dérangerais plus l is une choses est sur je suis d origine maghrébine vivant en france si la même situation se serai passé avec des blonds au s yeux bleues il n aurais pas attendu une seul seconde il s aurai même u le droit a des s excuse !!!,0
5,positif,très belle salle de sport. accueil chaleureux pour obtenir des renseignements.,2
1,negatif,"très déçue par l attitude du personnel à l accueil de california gym. hier soir, j ai signalé avoir fait tomber les clés de mon cadenas dans le vestiaire. ce matin, en demandant si elles avaient été retrouvées par l équipe de nettoyage, l employée me répond sèchement non , sans aucune recherche. lorsque je lui demande si les vestiaires ont bien été nettoyés ce matin, elle se vexe et me répond haut et fort : bien sûr qu ils ont été nettoyés, ils ont peut être jeté les clés à la poubelle. quel service et quel professionnalisme ! aucune considération pour les adhérents, aucune volonté d aider. décevant pour une salle de sport censée offrir une bonne expérience client. en plus une coupure d eau ! la cerise sur le gâteau",0
5,positif,"ce feedback concerne california sousse : je tiens à exprimer ma gratitude pour l effort et le professionnalisme de l hôtesse d accueil, emna. depuis mon inscription le , j ai rencontré un problème avec l accès à l application california gym, mais grâce à son intervention, ce problème a été résolu.",2
3,neutre,"je pense que cette salle de sport n est vraiment pas mal, toutes les machines nécessaires y sont. en revanche, certaines machines sont rouillés ou en panne et je pense qu un petit rafraîchissement serait plus que apprécié surtout si l on compare california gym sousse à celle du zéphyr la marsa ou à la salle elloumi concept.",1
4,positif,"une des meilleurs salles de sport de sousse. le matos est de très bonne qualité, les gens qui y travaillent sont cool. chaque nouveau client a le droit à un coach perso, et un plan détaillé des exos qu ils peut faire. franchement, ça en vaut le cout !",2
5,positif,il faut tout juste choisir d aller tôt le matin et ça va être agréable.,2
5,positif,"belle vue sur l hôtel tej marhaba,, materiel top,, coach we are a family we are one",2
4,positif,propre les coachs sont sympa et pro. je recommande,2
5,positif,"parfaite aération. un grand espace, bien propre",2
4,positif,grande salle a eviter durant les heures de pointe,2
5,positif,"matériel très haut de gamme, propre et confortable.",2
4,positif,souvent problème d eau chaude california sousse.,2
3,neutre,club de remise en forme,1
5,positif,j ai travaillé ici pendant une semaine. salle de sport spacieuse avec tout le matériel nécessaire. la salle est propre et conforme aux réglementations covid. le matériel est nettoyé en permanence par le personnel d entretien tout au long de la journée.,2
5,positif,"super salle de sport et très accueillant de la part du personnel et des locaux, je me suis senti bien dans cette salle de sport et j ai été beaucoup aidé par skander mfarrej qui m a aidé avec la technique des exercices plus que ce que j ai eu dans ma salle de sport à domicile en écosse. je recommande vivement cette salle de sport et skander comme coach, une expérience étoiles pour moi.",2
4,positif,"la salle de sport était plutôt propre et semblait bien entretenue et moderne par rapport aux autres salles du quartier. il n y a pas beaucoup de machines ni d exercices de musculation, mais elle est suffisante pour s entraîner pendant les vacances sans se sentir mal de ne pas s entraîner. l entrée d une journée coûte dinars, mais les frais d inscription s élèvent à dinars et vous devrez remplir un formulaire d inscription avec votre numéro de passeport et quelques informations personnelles.",2
4,positif,"propre, agréable et les vestiaires sont assez grands. le personnel à l accueil était sympathique et accueillant, le lieu et le matériel étaient bien entretenus (même si certains étaient un peu vieux). le seul bémol est le manque d attention des coachs dans l espace principal : le seul coach disponible (pas un coach privé) discutait avec une fille (pendant toute l heure où j étais là) et ne prêtait pas vraiment attention aux autres.",2
5,positif,belle salle de sport où vous pourrez assister à de nombreux cours. beaucoup de machines et toutes neuves. le sauna était agréable. personnel sympathique.,2
4,positif,mauvais service à la réception mais le studio est correct,2
1,negatif,"je pense que c est une chaîne. vu le coût de la vie en tunisie, dinars la journée, c est trop cher. je ne comprends pas pourquoi chaque guide indique un prix différent. je ne le recommande pas.",0
5,positif,c est vraiment magnifique là bas. les gens sont très gentils et serviables. j ai hâte d y retourner !,2
4,positif,"bon endroit avec beaucoup d équipements, mais il manque aussi beaucoup de poids.",2
5,positif,super endroit pour se remettre en forme et investir dans sa santé.,2
5,positif,haithem numéro un,2
0,negatif,"this is a really clean gym with very helpful coaches. they provide towels, unlimited bottles of water, and everything is sparkling clean. while the amount of gym equipment is not comparable to what you might get in other countries, the coaches are always active and will help you modify or make exercises more difficult or suitable. dumbbells up to kg. it doesn t get too crowded in the weight room and the clientele is friendly. there seem to be some other facilities like a swimming pool and a sauna but i never used them. overall i d recommend it, especially if you are staying nearby. prices while i was there were ntd ( ) for a day pass, ntd ( ) for a week pass, and ntd ( ) for a month pass. they are priced like a luxury and they sort of are.",0
0,negatif,one of the worst management and customer service.,0
0,negatif,"the best gym in tunis. propre, personnel accueillant, conseil ! je recommande fortement",0
0,negatif,great clean gym,0
0,negatif,"le spa hammam piscine jacuzzi étais plutôt sympa à part que le jacuzzi n en ai pas un l eau n est pas chauffé juste des bulles, sur les trois hammam il n y en avais qu un seul de fonctionnel les autre ne marchais pas ensuite aucune précision concernant le supplement mais une surprise à la fin où on nous demande de payer dt pour un massage sans que cela soit préciser par aucune affiche ou au téléphone et quand on demande pourquoi ça n a pas été préciser on nous dit que on n avais qu à demander. propreté des lieux excellent et mise à dispositions de peignoir top. accueil à revoir du moins",0
0,negatif,en un mot : impeccable!! smart machines cardio dernière technologie !!! diversité d activités sportives pour tout les niveaux !! hygiène des lieux rien à dire ! au top du top ! déco raffinée! la piscine et le spa sont propres et offrent une intimité et un confort inégalable ! personnels acceuillants souriants et très polis !!! franchement très agréablement surprise par la gamme de produits des soins !! du haut de gamme!! un !! j espère que les responsables garderont ce level d excellence !!,0
0,negatif,"exceptional gym experience stars! i recently joined california gym platinum, and it s been nothing short of amazing! the facility is top tier, with a wide range of high quality equipment, making it ideal for achieving any fitness goal. while you may not find every machine that s available at some other gyms, the overall experience more than makes up for it. the service is excellent, with friendly and professional staff always ready to help. a standout feature is the luxurious spa and jacuzzi area, where you can unwind after a workout. the gym provides towels, robes, and an unlimited supply of bottled water, ensuring your comfort at all times. the swimming pool is fantastic, and the cleanliness and hygiene throughout the gym are impeccable. it s a premium space, which is reflected in the price it s on the higher side, so it may not suit everyone. however, if you re looking for a top notch gym experience, california gym platinum is the place to be. from the excellent trainers and dynamic classes to the relaxing spa area, this gym has it all. highly recommended for those who value quality and are willing to invest in their fitness journey. overall, it s a perfect star experience!",0
0,negatif,"they never answer the phone! i visited their physical location during working hours and they were closed! left a note at the door, nobody called back. terrible management indeed and horrible customer service!!!",0
0,negatif,"a very excellent gym, thanks to all the staff",0
0,negatif,"luxurious, clean and selected place",0
0,negatif,,0
0,negatif,"une amie m a offert un pass day, j y suis allé, j ai fait une séance de sport, un gommage oriental et un massage! bravo, je suis vraiment très exigent mais cette fois j était très satisfait par le service, une propreté irréprochable, un personnel souriant, très respectueux, au petit soin ... (coachs réceptionnistes et hydrothérapeute ) un service personnalisé qu on ne trouve pas dans plusieurs hotels dommage que je ne vit pas en tunisie mais je reviendrai surement. bravo à l équipe,",0
0,negatif,"an excellent gym , with an incredibly kind and sweet workers. so comfy and private , for those who just want to relax. best massage that i ever tried in tunis !",0
0,negatif,"bonjour à tous, j aimerai m inscrire au california gym, mais j aimerai plusieurs avis surtout celui des femmes ! à ce qu il parait c est un vrai lieu de drague ! mon mari me déconseille ce lieu si je ne veux pas être embêtée delphine",0
0,negatif,"bonjour j habite au lac ,je connais california gym mais je n y suis jamais allée,par contre je connais le lake club sur la route principale. là tu peux faire du sport tranquillement.aprés bon c est bien connu que meme en france les salles de sport sont des liux de rencontre ...",0
0,negatif,"bonjour! je fréquente le californie gym du lac et j avais le même apriori que vous sur ce club qui s est révélé erroné. en effet, c est un agréable club,cours superbement bien donnés et professeurs sont pro. j y vais plutôt en matinée car moins de monde qu en soirée. cordialement, soumy",0
0,negatif,"california gym du temps où j y allais est assez étouffant, il y fait chaud, petite salle de muscu... je ne sais pas si ça s est arrangé depuis. lake club salle très grande, machines récentes, peu de monde le matin, pas vu de dragueurs, mais plus chère que california gym (comptez dt an dt mois) néanmoins pour ce qui est des cours, california gym me semble être meilleure",0
0,negatif,effectivement la salle de muscu n est pas très vaste mais il y a peu de monde le matin. les vestiaires sont également petits. mais les cours géniaux. le seul hic au niveau abonnement est qu il faut payer par mois ou un an.,0
0,negatif,"merci pour vos réponses ! dommage pour l abonnement que se soit que du ou mois, j aurai nettement préféré mois peut être y a t il moyen de négocier, et pour moi c est ce qu il y a de plus près. je pense aussi comme toi soumy que le matin tôt doit être moins blindé que le soir après la fermeture des bureaux bref à voir..à voir...",0
0,negatif,"je pense que c est pour filtrer car il y a une forte demande et la salle n est pas immense. beaucoup plus agréable le matin car moins de monde. tu devrais aller y jeter un oeil. en tout cas, je te recommande le cours de zumba c est génial!",0
0,negatif,"tu peux prendre pour mois, sans problèmes; mon mari avant d aller au lake club allait là et il prends toujours par trimestre.",0
0,negatif,non ils ont supprimer le paiement mensuel et trimestriel. uniquement paiement par mois mois ou mois.,0
0,negatif,"coucou à tout le monde, je revient de juin à aout minimum ya plus le payement au mois ???",0
0,negatif,non comme indiqué plus haut le paiement mensuel est supprimé.,0
0,negatif,"snif , merci de ta réponse , j arrive le er juin si tu veux faire de nouvelle connaissance ou même d autres personnes du site pour balade, plage, visites etc... n hésitez pas à me contacter en privé.",0
0,negatif,ok pourquoi pas! on se capte en privé. a soumy,0
0,negatif,"perso, je vais chez ladies gym à la marsa (au dessus de topnet). c est surtout axé sur un circuit de minutes en alternant machines et exercices avec un coach. c est réservé aux femmes. j aime bien, c est une petite salle tranquille",0
0,negatif,"mamourette, tu peux me dire de combien est l abonnement?",0
0,negatif,"pour l instant, j ai pris un mois (c est moins cher si on prend pour mois: circuit de minutes à toute heure cours (pilates et plein d autres trucs): dt mois. ladies gym a une page fb. je crois que les tarifs sont dessus.",0
0,negatif,vous avez une autre salle réservée aux femmes au niveau du lac si c est plus proche pour vous.,0
0,negatif,"bonjour, si tu es motorisée, y a des salles du sports près du lac vers l aouina ou la marsa et qui ont des nouveaux matériels avec des prix moins chers cdlt karem",0
0,negatif,"bonjour, merci à tous pour vos réponses je crois que je vais plutôt m orienter vers la salle de gym pour femme au lac , c est pas loin en voiture. je ne vois pas où elle se situe par contre ?",0
0,negatif,"bonjour delatunis, essayer de voir le lien suivant de la carte du lac : n ie utf cdlt karem",0
0,negatif,au lac la salle se situe derriere le batiment henkel transcom.,0
0,negatif,oui çà y est merci j ai trouvé et je suis inscrite ! je suis ravie des cours et de la propreté,0
0,negatif,"bonjour delatunis, pouvez vous me donner une petite idée sur les tarifs de la salle de sport du lac ii svp? merci",0
0,negatif,"savez vous si on peut trouver dans la zone des berges du lac , un endroit où on peut pratiquer sport et natation?",0
0,negatif,bonjour sport oui dans les salles qui sont citées plus haut; mais il n y a pas de piscine. il faut prendre un abonnement dans un hotel ou alors il y a des cours d aqua gym à gammarth à l aquaviva.,0
0,negatif,"merci beaucoup fab pour cette réponse. c est vrai qu a part les hotels, ca manque un peu de piscine pour nager. il parait qu ils vont construire un grand centre sportif au lac avec piscines, tennis, terrain de foot. savez vous où en est ce projet? (tunis sport city)",0
0,negatif,"bonjour je pense que ce projet pour l instant est un peu en berne , par contre au lac ils sont en train de construire un complexe genre aquasplash avec plusieurs piscines,tobogans, restos,....je pense qu il y aura possibilité de prendre un abonnement pour pouvoir aller nager ...",0
4,positif,"i recently started going to a gym and i stumbled upon california gym. what a fantastic place! the trainers are knowledgeable and professional, and the atmosphere is welcoming. i am really impressed with the range of equipment they have available. i highly recommend it to anyone looking to get fit and healthy!",2
4,positif,i recently joined california gym and i m glad i did. the trainers are amazing and always make the workout sessions fun. the equipment is top notch and the facility is clean. i m already seeing results and i couldn t be happier.,2
3,neutre,"california gym is my go to place for a great workout! the trainers are skilled and offer personalized training programs. the facility is clean and spacious, with a wide range of equipment to choose from. highly recommend for anyone serious about fitness!",1
3,neutre,california gym tunisia is amazing! i love the energetic and motivating environment. the trainers are friendly and always ready to help. the facility is well equipped and the classes are engaging. it s a great place to workout and reach your fitness goals!,1
5,positif,"california gym tunisia is the best gym i have ever been to. the facilities are always clean and well maintained, and the staff is extremely friendly and helpful. the trainers are highly qualified and always available to assist with any questions or concerns. i highly recommend california gym tunisia to anyone looking for a great gym experience.",2
5,positif,"i have been a loyal customer of california gym tunisia for the past five years and i must say their services are excellent. the facility is always clean and well maintained, the staff is friendly and helpful, and the equipment is top notch. i highly recommend california gym to anyone looking for a great place to work out.",2
4,positif,"i joined california gym a few months ago and it has been an incredible experience so far. the trainers are knowledgeable, the classes are fun, and the equipment is modern and well maintained. i have seen great results in my fitness journey. highly recommended!",2
4,positif,"i have been a member of california gym for a while now and i couldn t be happier with my experience. the trainers are friendly and knowledgeable, and the classes are always challenging and fun. the facility is clean and well maintained. highly recommend!",2
3,neutre,"california gym is the place to be! the trainers are amazing and always push me to do my best. the facility is clean and spacious, and the equipment is top notch. i love the variety of classes they offer. it s the best gym in town!",1
