text,label
je suis d accord sur le fait qu il ne faut pas que les femmes de menage se promènent avec leur serpillière dans la salle. autre chose pour quand les cours de yoga ? j attends ces cours pour me réinscrire.,2
parfait,2
"certains équipements nécessitent un entretien, mais dans l ensemble ils sont bons et disposent d un parking à proximité",2
la meilleure salle de sport du pays,2
"petit et achalandé. le gérant est agréable. il est difficile pour moi qui est plutôt sauvage, d être à l aise dans un si petit gym... réflexion faites, on m a donné le mauvais horaire lors de l inscription (sans mentionner les coupures lors du ramadan et cela est incompatible à mon horaire). tout est sale, les utilisateurs ne nettoient pas leurs machines (yeark!), le yoga se donne sur un beat hip hop, dance. bref pas pour moi. j en ai parlé à une connaissance qui est cadre, cette dernière s est sauvé de la conversation. service client , déjà entendu parlé?",0
excellente ambiance,2
"l espace est bien agencé, il y a une grande variété de cours, désinfection a longueur de journée de tout l espace. très bonne organisation. le personnel et tous les coach sont professionnels chaleureux et souriants. je recommande",2
bon,2
"il y a beaucoup trop de monde. ne venez jamais l après midi ou le soir. si vous êtes une salle de sport compétitive, je vous recommande d ouvrir à côté de celle ci. vous aurez toujours une salle complète.",0
"d amélioration en amélioration. les coachs sont excellents, l ambiance est géniale. la propreté et la gestion des clubs y est remarquable !",2
"généralement bondé d enfants. équipements limités et odeur désagréable. trop cher pour la qualité proposée. il porte bien son nom, et c est tout.",0
bonne chance pour le divertissement,2
équipe à l écoute et vous aide lorsque tu a besoin de faire des exercices spécifiques. espace propre et spacieux,2
j adore ce gym!,2
"tout est bon : équipement, entraîneurs, un grand choix de programmes de groupe pour tous les goûts. excellent sauna. mais le soir, il est difficile de trouver une place libre dans les vestiaires, la femme de ménage fait souvent semblant de nettoyer, ils peuvent mettre des tapis du sol sur les bancs.",1
bon travail,2
"très déçue par l attitude du personnel à l accueil de california gym. hier soir, j ai signalé avoir fait tomber les clés de mon cadenas dans le vestiaire. ce matin, en demandant si elles avaient été retrouvées par l équipe de nettoyage, l employée me répond sèchement non , sans aucune recherche. lorsque je lui demande si les vestiaires ont bien été nettoyés ce matin, elle se vexe et me répond haut et fort : bien sûr qu ils ont été nettoyés, ils ont peut être jeté les clés à la poubelle. quel service et quel professionnalisme ! aucune considération pour les adhérents, aucune volonté d aider. décevant pour une salle de sport censée offrir une bonne expérience client. en plus une coupure d eau ! la cerise sur le gâteau",0
"ces photos ont été prises le juin en , je modifie mon avis, je suis extrêmement déçu par cg in cun, les douches sont toujours cassées, pas d eau même pour se laver les mains, le visage après l entraînement, certaines machines cassées depuis mois et toujours pas réparées, une seule fonctionne et vous devez attendre puis revenir pour découvrir que quelqu un d autre l utilise, les toilettes ne sont pas propres et certains nettoyeurs sont impolis et m ont confondu avec des filles sales qui ont fait des dégâts et l ont laissé !! de plus, la musique est tellement forte que mes oreilles ont presque explosé, j ai demandé s ils pouvaient baisser le volume et ils ont dit que la chaîne stéréo était cassée et que la musique devait rester jouée, une autre chose est que les gens qui utilisent des machines gardent les kilos allumés puis passent à une autre, après l avoir déchargé pour utiliser les kilos que je peux gérer, un gars est venu et est sorti en pensant que je travaillais là, même si je lui ai dit que je venais littéralement de décharger pour que je puisse l utiliser, il était très impoli et a commencé à l utiliser comme si je n étais pas debout en train de lui parler !! c est tellement triste de voir comment ça s est passé , plus jamais.",0
incroyable,2
"je pense que c est pour filtrer car il y a une forte demande et la salle n est pas immense. beaucoup plus agréable le matin car moins de monde. tu devrais aller y jeter un oeil. en tout cas, je te recommande le cours de zumba c est génial!",2
"une amie m a offert un pass day, j y suis allé, j ai fait une séance de sport, un gommage oriental et un massage! bravo, je suis vraiment très exigent mais cette fois j était très satisfait par le service, une propreté irréprochable, un personnel souriant, très respectueux, au petit soin ... (coachs réceptionnistes et hydrothérapeute ) un service personnalisé qu on ne trouve pas dans plusieurs hotels dommage que je ne vit pas en tunisie mais je reviendrai surement. bravo à l équipe,",2
les meilleurs c ma deuxième famille,2
une parfaite salle de sport ..,2
l endroit idéal l équipe idéale,2
très fréquenté pour son service excellent...,2
la plus pire des salle des sports en termes de musculation,0
salle de sport très acceuillante et bien equipeé,2
"saif mezlini , le meilleur de tous , il est aimable et tres amical",2
"bonjour bonsoir est ce que l administration la direction est au courant de la condition insalubre et l état détérioré et dégoutant des douches des vestiaires pour hommes? si non, c est très grave si oui, c est encore pire je suis pas un expert, mais un petit coup de maintenance ne peut pas être aussi compliqué. . démonter les séparations en bois ( heures worker) . un bon coup de nettoyage en kärcher en appliquant des produits de désinfection et nettoyant mir et par terre (allez heures max worker) . démonter les douches et les remplacer par des nouvelles ( heures max worker) . monter la nouvelle séparation. peut être pas en bois cette fois ci pour éviter les moisissures ? ;) ( heures max worker) en total, pour un seul vestiaire, ça coûtera heures par travailleur. en embauchant travailleurs cela nous mène à heures chaque, travailleurs vous coûtera heures chaque. quant au financement, je pense pas que c est la mer à boire pour un gym de cette renommée, surtout en voyant le prix des abos ;) vive le sport mais surtout vive la propreté et l hygiène! cordialement",0
salle de sport chère,1
toutes est parfait sauf à heures où il y a beaucoup de gens et il faut attendre à chaque exercise,1
il faut faire du sport,1
alors,2
bien,1
très bonne gestion des lieux juste plus d efforts pour les détails parce que les gens font attention aux détails. le personnel est bien choisi le matériel aussi il est au top il faut développer le coin vente des articles et pousser un peu la buvette les gens viennent à l heure de la pause de midi ca serait bien qu ils trouvent des choses à manger...bravo bonne continuation,2
masterclass,2
"california gym est une bonne salle, notamment pour la diversité du matériel et la possibilité d accéder à plusieurs salles en même temps, ce qui est vraiment génial. cependant, j ai un problème avec les coachs. ils ne sont pas très disponibles ni chaleureux, et manquent parfois de professionnalisme. leur intervention semble être payante, ce qui peut être compréhensible, mais cela ne justifie pas leur attitude distante. en tant que client, j aurais aimé un accueil plus chaleureux et un engagement plus professionnel de leur part. bien que les coachs puissent apporter de l aide et des conseils, ils évitent souvent de regarder ou d interagir avec les clients, ce qui est dommage. à mon avis, c est le seul point négatif dans ces salles de sport.",1
"bon endroit avec beaucoup d équipements, mais il manque aussi beaucoup de poids.",2
en un mot : impeccable!! smart machines cardio dernière technologie !!! diversité d activités sportives pour tout les niveaux !! hygiène des lieux rien à dire ! au top du top ! déco raffinée! la piscine et le spa sont propres et offrent une intimité et un confort inégalable ! personnels acceuillants souriants et très polis !!! franchement très agréablement surprise par la gamme de produits des soins !! du haut de gamme!! un !! j espère que les responsables garderont ce level d excellence !!,2
merci beaucoup l equipe acceuil cun,2
"la femme de menage avec les cheveux noirs du matin est tres tres derangeante, elle n arrête pas de parler aux abonnes et en plus elle surveille ce que chacun fait, en plus de cela elle pose des questions sans arret merci de lui demander de faire son travail cad le nettoyage et pas de faire connaissance ou de la collectz d information ce n est pas son role svp svp svp merci de ne plus nois deranger pendant nos seanczs d entraînement",0
bravo,2
nul nul nul l espace musculation est beaucoup trop petit. trop de monde après h (surtout des groupes d enfants c est insupportable). accueil passable selon la personne. certains coachs se prennent pour des flics c est pathétique. l établissement mets beaucoup plus l accent sur le ménage que sur l entretien du matériel ça n a absolument aucun sens. bref heureusement que dans ce bled il n y a pas grand chose c est pour ça qu une enseigne comme celle là attire du monde. sur côté comme beaucoup d établissement juste parce qu il se trouve à la marsa.,0
offusqué de ce que jai vu,0
"tres belle salle, équipement professionnel, coach qualifié, vestiaires douches en très bon état mais la salle de musculation ( l espace de musculation ) est vraiment très petite on peut a peine se deplacer",1
meilleure salle de sport en tunisie,2
meilleur personnel de california gym a éviter les heures de pointe,2
ww,2
super,2
je suis tjr fier d être a california gym lac qui nous présente la bonne image et la bonne accueil bravo bravo el bonne continuation,2
bravo equipe california gym lac,2
salle de sport fantastique !,2
rejoignez nous pour une expérience sportive incroyable,2
un lieu exceptionnel !,2
endroit propre mais petit,2
le prix est trop élevé par rapport à la qualité d équipements de la salle.,0
"the best gym in tunis. propre, personnel accueillant, conseil ! je recommande fortement",2
"une belle salle de sport californienne, un personnel super sympa et réactif et le matériel diversifié habituel de haute qualité.",2
"i have been a member of california gym for a while now and i couldn t be happier with my experience. the trainers are friendly and knowledgeable, and the classes are always challenging and fun. the facility is clean and well maintained. highly recommend!",2
"california gym is the place to be! the trainers are amazing and always push me to do my best. the facility is clean and spacious, and the equipment is top notch. i love the variety of classes they offer. it s the best gym in town!",1
service professionnel et très propre. les toilettes restent à désirer et manquent énormément d entretien.,2
cet endroit est génial devant toute la salle de sport que j ai essayée jusqu à présent. continuez le bon entretien,2
"un mois, environ , c est beaucoup trop cher pour la qualité médiocre de cette salle. trop de monde. seulement trois haltères de kg pour toute la salle. les autres sont des haltères minuscules et légers. il y a un rack à squat et un banc plat. encore une fois, ce n est pas suffisant pour le nombre de personnes. seulement deux disques de , kg dans toute la salle, et la moitié du temps, je ne les trouve pas. pas de disques de , kg. l endroit est en désordre, les gens ne remettent pas le matériel au bon endroit. l espace est trop petit. ce prix est injustifiable.",1
"j ai le malheur de m inscrire dans cette( salle de sport )!! douche avec présence de moisissures, énormément d abonnés pour très peu de matériel climatisation qui vous fuit sur la tête hygiène douteuse dans l ensemble . pour dt je trouve ça vraiment irrespectueux a fuir absolument !!!",0
une réception très chaleureuse de la part de mlle imen je salue très fortement et je l encourage vivement,2
j y ai pas été,2
incroyable salle tout pour être heureux de l excellence du matériel à celui des coach et de la propreté et les qualités des cours un bonheur total,2
"la salle de sport n est pas mal. elle est assez petite et constamment bondée. beaucoup de gens traînent, discutent et gênent. les machines sont limitées, mais de bonne qualité. on y trouve les incontournables comme des haltères, des machines à câbles, un banc, des barres pour le soulevé de terre, mais pas de rack à squat ni de banc incliné ; il y a un smith press si ça vous intéresse. j aurais juste aimé qu elle soit plus dispersée, toutes les machines étant concentrées dans une seule pièce, on se cogne constamment contre les gens.",1
le nombre d inscriptions dépasse de loin les capacités des salles et coures pour des prix fixes non négociables,0
"machines de gym techno, mais c est tellement vieux, sale et souvent en panne. il n y a pas de variété de machines. les douches ne sont pas propres. par rapport au prix, ça ne vaut vraiment pas le coup.",0
super salle de sport,2
"je pense que c est une chaîne. vu le coût de la vie en tunisie, dinars la journée, c est trop cher. je ne comprends pas pourquoi chaque guide indique un prix différent. je ne le recommande pas.",0
j adore,2
"a very excellent gym, thanks to all the staff",2
grande salle de sport propre,2
"excellent endroit, les membres sont très polis et respectueux, et les capitaines, en particulier le capitaine osama, de la succursale tunisia mall, sont très propres, ce qui est excellent.",2
"très belle salle se sport, les prix sont relativement chers...",2
cet endroit est très fréquenté,2
meilleure gym en tunisie sans concurrence,2
une pure arnaque... je m y étais inscrit pour me détendre et me remettre en forme. abonnement de mois à dinars. j y suis allé deux fois. pourquoi ? tous simplement qu à h on doit faire entre et minutes d attente entre les machines... tu parles d une détente. je déconseille vivement.,0
parfaite juste un peu encombré au heures de pointes,2
très bonne salle de sport,2
propre les coachs sont sympa et pro. je recommande,2
petit et mal entretenu,1
"luxurious, clean and selected place",2
"un grand bravo pour les clubs california gym et une mention spéciale pour california gym lac . l ambiance est magnifique, tous les employés sont très aimables sans exception. les coachs des plateaux ainsi que les coachs des cours sont très compétents . je viens de remercier le responsable malek pour son professionnalisme de gestion du club. sans oublier la femme de ménages fatouma qui est en train de faire un grand effort pour la propreté de la salle. bravo et bonne continuation.",2
belle expérience,2
salles de sport cgym à votre disposition propreté quasi infaillible une armée d hommes et femmes en blanc nettoient tout et partout un choix de type de sport adapté à tous hommes femmes enfants de la danse orientale au kv self défense en passant par body pomp body balance abdo fessier aquabike vélo dans l eau et aquagym pilâtes etcc une bonne aîné de sports des salles de musculation super équipées bien entretenues. du solide. avec une climatisation extraordinaire des jeux de lumière la musique mises par des coachs nombreux très professionnels tous aussi bons les uns que les autres toujours en forme bref des douches et vestiaires propres agréables avec séchoirs salle de prière miroirs casiers securiseset sécurisés des saunas et aussi un centre de massages et rééducation et d amincissement avec des quines bien formés un système de dépôt de requêtes et réponses ou échanges téléphoniques par et avec des hauts responsables de cg et décisions prises accueil avec sourire obligatoire machines ordinateurs pour vous guider dans vos choix et selon vos objectifs une application sur smart phone une plate forme d échanges entre les abonnés une application personnelle alimentation sports exercices etc.. d ailleurs de bons nutritionnistes sont là pour vous bref pour ma retraite sportive c est une aubaine un environnement agréable motivant a pris la place de mon ex travail un encadrement au top une grande famille tout pour l abonné et cela pour moins de dinars par mois vous avez aussi des restos salades une entreprise qui fait plaisir à tout point de vue pour un épanouissement total et un staff à l écoute certes certains problèmes peuvent émerger mais ma confiance sur les responsables les coach s et autres cadres vous aurez toujours un résultat ça c est garanti said masmoudi membre depuis ans merci cg,2
"salle tres propre, très bien frequentée, personnel poli et souriant. c est la salle ou je me sens le mieux parmi toutes celles de la chaine california gym sans meme pouvoir l expliquer car elles sont toutes au top. une question d energie j imagine ou alors d amenagement",2
mauvais service à la réception mais le studio est correct,2
club de fitness haut de gamme. comme une famille,2
accueil professionnel.,2
très bon service,2
"c est vraiment dommage que les coachs de cette salle soient si mauvais et qu ils ignorent la plupart des gens, sauf s ils prennent des cours particuliers. l endroit est grand et bien équipé (principalement de marque technogym), mais la communication laisse à désirer. horaire recommandé : avant h, car il y a beaucoup de monde plus tard. accueil : légèrement amélioré par rapport à avant (c était un vrai bazar). équipements : une multitude de machines spécialisées pour chaque groupe musculaire, haltères, appareils de cardio, machines à câbles et à poids, etc. salles d entraînement : espace cardio et musculation, espace rpm, salles de cours dont une salle crossfit, et un petit espace d entraînement libre. coachs : les coachs des cours collectifs sont excellents, mais ceux de la salle de musculation cardio sont nuls et ne sourcillent même pas si quelqu un fait un mauvais exercice qui risque de le blesser ou s il n arrive pas à utiliser une machine. c est dommage, car la plupart des nouveaux membres comptent sur eux pour leur faire visiter la salle et leur montrer comment utiliser les machines. or, les coachs ne sont généralement pas disponibles, sauf pour des séances de coaching privées. emplacement et parking : le centre commercial dispose d un parking, mais les frais de stationnement ne sont pas inclus dans l abonnement à la salle de sport.",0
"propre, agréable et les vestiaires sont assez grands. le personnel à l accueil était sympathique et accueillant, le lieu et le matériel étaient bien entretenus (même si certains étaient un peu vieux). le seul bémol est le manque d attention des coachs dans l espace principal : le seul coach disponible (pas un coach privé) discutait avec une fille (pendant toute l heure où j étais là) et ne prêtait pas vraiment attention aux autres.",2
la salle de centre urbain est très bien équipée. le seul probleme est que les baffle de la piscine ne fonctionnent pas et c est dommage!,1
"an excellent gym , with an incredibly kind and sweet workers. so comfy and private , for those who just want to relax. best massage that i ever tried in tunis !",2
"très bonne ambiance, des coachs incroyables et une équipe formidable !!!",2
la base. matos se dégrade petit à petit mais ça reste la meilleure option sur le marché,2
une salle de sport très conviviale et les coach sont agréables ça fait maintenant ans que je la fréquente et je ne vais pas changer de sitôt,2
la salle est trop petite.,0
magnifique,2
mauvaise expérience malheureusement je ne vous recommande pas ce gym.,0
"il y a du personnel serviable, du bon équipement mais c est incroyablement cher.",2
merci a la conseillere safa . tres gentil tres aimable,2
a cause de son emplacement,0
"gros centre de fitness, bonne ambiance, piscine , juste à voir l entretien, des bancs de musculation ne sont plus stables ,les vestiaires commencent à avoir des signes de fatigue, sinon sympa usine de fitness",2
california gym expert fitness et remise en forme en tunisie,2
meilleure salle de sport,2
"personnel accueillant, gym relativement propre. les équipements moyens. une seule machine d escalier pour le cardio. le sauna était hors service toute la journée.",2
excellent !!,2
bonnes machines mais il y a beaucoup de monde et les salles de bain ont besoin d un peu d entretien,1
belle et charmante salle de sport,2
grand espace très agréable et lumineux surtout du côté des tapis,2
le materiel pour la cardio est top. celui de la musculation est trop vieux. les adhérents de cette salle en particulier n ont pas d esprit sportif chacun croit que le matériel lui appartient. si on veut faire notre séance dans la bonne humeur il faut éviter les cours collectifs et les heures de pointe. un autre bémol l ascenseur est souvent en panne.,1
"venu pour faire une visite des lieux, mais les personnes à la réception refusent l entrée, même pour minutes. service à la clientèle nulle.",0
excellent endroit,2
"c était la première fois, les coaches sont super",2
le meilleur club de la ville,2
supplémentaire!!!,2
nesrine neji,2
service client et zero professionalisme l accueil les coachs la responsable a eviter,0
super,2
je fais partie de famille california gym depuis ans,2
inchalla iji nhar w netrena fiha sallle très professionnel,2
"l ascenseur est toujours en panne ! et la piscine est sale. sinon, tout va bien.",0
très beau gym. personnel très gentil.,2
"super salle de sport. la musique est parfois trop forte, ce qui rend impossible l écoute de sa propre musique pendant l entraînement. très propre",2
"très mauvais service, ne vaut pas ce que vous payez",0
un club très distingué,2
le pays du fitness,2
les coachs !!!! un sourire ne fait pas de mal !! je préfère de loin california la soukra poli aimable et le responsable est toujours a l écoute,1
meilleur salle de sport en tunisie,2
"bravo à toute l équipe du lac , très professionnel et trop gentil",2
bien,2
j y suis depuis soit ans au total j adore cette salle malgré la nébulosité de ces dernières années.,2
"globalement satisfait. just ça serait mieux d ajouter des équipements tels que des haltères, des équipements pour les pectoraux... sinon côté hygiène c est parfait, un grand bravo au femmes de ménages pour le boulots.",2
"le spa hammam piscine jacuzzi étais plutôt sympa à part que le jacuzzi n en ai pas un l eau n est pas chauffé juste des bulles, sur les trois hammam il n y en avais qu un seul de fonctionnel les autre ne marchais pas ensuite aucune précision concernant le supplement mais une surprise à la fin où on nous demande de payer dt pour un massage sans que cela soit préciser par aucune affiche ou au téléphone et quand on demande pourquoi ça n a pas été préciser on nous dit que on n avais qu à demander. propreté des lieux excellent et mise à dispositions de peignoir top. accueil à revoir du moins",1
t la formation des forces forces dhw,2
ça ne vaut pas le prix,0
"cadre agréable, personnel sympathique et professionnalisme irréprochable. hygiène irréprochable",2
bravo à toutes l équipe,2
excellente salle et des coachs toujours au service des adhérents. excellent accueil à l entrée.,2
"excellent club, comme tout le réseau cg",2
"parfait , mais j apprends tardivement que le hammam peut être mis en route à la demande .. dommage de ne pas le préciser",2
bonne salle de sport,2
"trop bondé et très cher pour ce qu il propose. plus précisément, il n y a pas assez de poids libres. probablement intéressant uniquement pour ceux qui souhaitent suivre des séances d entraînement en groupe ou utiliser des machines. de manière générale, l aménagement est médiocre compte tenu de l agencement.",0
a renover et actuellement en rénovation elle a toutes les qualités d une grande salle,2
très bon cours,2
piscine pour enfants,2
je trouve ce lieu très bien agencé,2
salle de sport fitness complète avec tout le matériel dont a besoin un sportif salles de cours piscine salle rpm petit snack vestiaires douches sauna vaporium ..,2
"i recently started going to a gym and i stumbled upon california gym. what a fantastic place! the trainers are knowledgeable and professional, and the atmosphere is welcoming. i am really impressed with the range of equipment they have available. i highly recommend it to anyone looking to get fit and healthy!",2
mauvais service client,0
"bonne salle de sport avec de nombreux appareils de cardio et de musculation. cependant, elle est très petite et, pour être honnête, elle dégage une odeur étrange. c est aussi un peu cher et il n y a pas de pass journaliers. des coachs sportifs sont présents en permanence, ce qui est appréciable, et on peut aussi consulter un nutritionniste (pour dinars).",2
"je me suis inscrit spécifiquement pour pouvoir utiliser le sauna pour un problème de santé. cependant, il n était pas allumé sans accord préalable, et j ai alors constaté qu il était à la température la plus basse. j ai demandé plusieurs fois de le changer, mais ils ont continué à mentir en prétendant l avoir fait. les cours et le matériel semblent bons. je ne les ai pas beaucoup utilisés, cependant.",1
salle de gymnastique,2
bien,2
effectivement la salle de muscu n est pas très vaste mais il y a peu de monde le matin. les vestiaires sont également petits. mais les cours géniaux. le seul hic au niveau abonnement est qu il faut payer par mois ou un an.,2
excellente petite salle de sport bien équipée ! beaucoup d appareils de cardio training et c est très appréciable plusieurs formules pour pouvoir continuer à s entraîner en salle même si on est de passage ( vacances ),2
impoliment,0
très bien et excellent,2
ali kzb,2
"bon endroit, personnel sympathique, haute qualité",2
"propreté, matériel neuf, cours nombreux et diversifiés et excellents coachs.",2
"les entraîneurs ne sont pas professionnels, ils ignorent les gens",0
excellente,2
bonne salle de gym.,1
jolie design,2
"pas professionnel du tout, zéro accueil pas de suivi entraînement, les pseudo entraîneurs sont la pour draguer les filles et pas pour s occuper de l entraînement des abonnés zéro sur zéro",0
finalement le responsable de la soukra a été réactif compréhensif et convaincant. chapeau selim,2
mouv mouv mouv. ...,2
excellent,2
"california gym tunisia is the best gym i have ever been to. the facilities are always clean and well maintained, and the staff is extremely friendly and helpful. the trainers are highly qualified and always available to assist with any questions or concerns. i highly recommend california gym tunisia to anyone looking for a great gym experience.",2
club de remise en forme,1
la salle la plus belle et la plus merveilleuse que j aie jamais vue. je vous souhaite beaucoup de progrès et de succès.,2
bien mais je préfère celui de ennaser,2
bien,2
"il possède toutes les fonctionnalités dont vous avez besoin, à l exception d un sac de boxe",2
exceptionnel,2
"petit, pas bien équipé, trop cher.",0
"je n ai testé que la salle de sport california gym de tunis. celle de marsa est petite, idéale pour une séance rapide. par contre, elle est souvent bondée et il est difficile d utiliser les machines. l avantage, c est qu il existe plusieurs salles california gym et qu on peut prendre un abonnement pour accéder à celle de son choix. j ai bien aimé celle du lac , plus spacieuse. en , l abonnement mensuel coûtait environ tnd ( euros). vous trouverez plus d informations sur leur site web.",1
meilleure salle de sport,2
il faut tout juste choisir d aller tôt le matin et ça va être agréable.,2
"salle très propre, matériels professionnels et les personnelles sont très chaleureux.",2
expérience behya,2
excellente salle de sport. coatching de haut niveau. infrastructures et équipements de très haut standing.,2
"franchement un endroit magnifique de détente et défoulement. personnel au petit soin, sympathique et à l écoute, coachs très qualifiés et surtout une hygiène remarquable. bravo",2
"c est très cher, et pourquoi obligent ils les gens à s abonner à plus d une salle ? il faut un abonnement à une seule salle",0
"mon choix de salle de sport par excellence super propre, personnels et coachs top, clients aussi, matériels et accès à plusieurs salles",2
"super cher. entraîneurs désagréables. une affluence démesurée. l endroit sent le ballon. je ne comprends pas pourquoi quelqu un voudrait s entraîner ici. california gym a été une mauvaise expérience dans tous ses établissements jusqu à présent. je donne deux étoiles au lieu d une, car l équipement de cet établissement est correct. il y a souvent des poids partout, et beaucoup de gens ne les remettent pas. les entraîneurs ne sont malheureusement pas formés pour accueillir les gens à la salle ni pour être aimables. expérience très décevante.",0
"ils ne répondent jamais au téléphone ! je suis allé à leur magasin pendant les heures d ouverture et ils étaient fermés ! j ai laissé un mot à la porte, personne n a rappelé. une gestion vraiment déplorable et un service client catastrophique !",0
je me suis fait larguer quand j étais ici,0
"california gym is my go to place for a great workout! the trainers are skilled and offer personalized training programs. the facility is clean and spacious, with a wide range of equipment to choose from. highly recommend for anyone serious about fitness!",1
propre personnel sympathique bien organisé pas trop de monde,2
high level pas pour les débutants,2
personnel non professionnel et impoli,0
belle et spéciale tenue spacieuse et propre,2
"belles machines (technogym) et belle vue mais les entraîneurs ne sont pas très professionnels, ils ignorent les adhérents qui ne sont pas en coaching privé et toute l attention est pour les filles, ils sourient seulement avec elles et le service de restauration est très mauvais",0
"expérience exceptionnelle à la salle de sport étoiles ! je me suis récemment inscrit à california gym platinum et c est tout simplement incroyable ! l établissement est haut de gamme, avec une large gamme d équipements de haute qualité, idéal pour atteindre tous vos objectifs fitness. même si vous ne trouverez pas toutes les machines disponibles dans d autres salles de sport, l expérience globale compense largement. le service est excellent, avec un personnel aimable et professionnel toujours prêt à vous aider. un atout majeur : le luxueux spa et jacuzzi, où vous pourrez vous détendre après une séance d entraînement. la salle de sport met à votre disposition des serviettes, des peignoirs et des bouteilles d eau à volonté, pour votre confort à tout moment. la piscine est fantastique, et la propreté et l hygiène de la salle sont irréprochables. c est un espace premium, ce qui se reflète dans le prix : il est un peu élevé, il peut donc ne pas convenir à tout le monde. cependant, si vous recherchez une expérience de sport haut de gamme, california gym platinum est l endroit idéal. des excellents entraîneurs aux cours dynamiques en passant par l espace spa relaxant, cette salle de sport a tout pour plaire. fortement recommandée pour ceux qui apprécient la qualité et sont prêts à investir dans leur parcours de remise en forme. en résumé, une expérience étoiles parfaite !",2
y at il une succursale à sousse,1
cool,2
supplémentaire,0
bel endroit. très propre.,2
"c est l un de mes endroits préférés pour la disponibilité des équipements sportifs et des cours variés. le personnel est excellent et très accueillant. l absence de piscine est un point faible, mais la possibilité de se rendre dans n importe quelle agence affiliée avec sa carte est considérée comme une excellente solution. le prix peut paraître élevé, mais grâce à l excellence des services, aucun problème.",2
personnel très impoli,0
cours collectifs très intéressants,2
"excellent centre de remise en forme , disponible dans plusieurs ville",2
"la meilleure administration de tous les temps. des coachs très dynamiques, une ambiance générale qui vous motive à vous donner à fond.",2
très bien,2
"they never answer the phone! i visited their physical location during working hours and they were closed! left a note at the door, nobody called back. terrible management indeed and horrible customer service!!!",0
bravo,2
