text,label
"franchement je vous conseille pas d aller dans cette salle, pas d eau chaude dans les douches c est vraiment pas une sale à recommander, je vous conseille de pas y aller vraiment sale, et ne nettoie même pas les machines après les gens pff les machines, on dirait ça date des années",0
"équipe négligente à l exception de quelques personnes, mais toujours un bon endroit pour s entraîner si vous mettez cela de côté",1
cours de natation pour enfants,2
une séance d essai à dt c est du vol. surtout pour que ce soit plein à h et qu il manque un rack à squat. je comprends pas comment une salle avec une telle superficie puisse avoir aussi peu de machines.,1
merci pour votre service,2
"c gym boumhal est la meilleure des c gym a tt les niveaux : personnel, coachs, entretien, hygiène vraiment bon travail et bonne continuation peut être c merite une extension de l espace musculation vu le nombre d adhérant :)",2
"expérience honteuse dans cette salle de sport ! lorsque j ai simplement demandé le contact d un responsable des achats, on m a répondu de façon agressive d aller au siège, comme si j étais au marché aux poissons à devoir deviner ce qui est disponible. mouna, la soi disant responsable, s est permise de crier au lieu de répondre avec professionnalisme. comment pouvez vous espérer attirer de nouveaux clients quand votre personnel manque à ce point de formation, d information et de savoir vivre ? commencez par former vos équipes et désignez des responsables compétents dans vos salles, ça évitera ce genre de comportement inacceptable.",0
impoli,0
le e anniversaire de la fondation de l armée nationale tunisienne depuis le mars,2
"le sumo coûte cher : dinars par mois. en , c était dinars, en , dinars, et en , c est toujours dinars. ça veut dire qu ils ajoutent dinars par an et n ajoutent rien à la salle, en gros et il y a des vols, et on m a volé plus d une chose et il y a entraîneurs complètement nuls qui ne te donnent pas le moindre conseil avant que tu ne t inscrives chez eux",1
bonnes machines mais bcp de monde et peu de poids,2
trop bien,2
"california gym du temps où j y allais est assez étouffant, il y fait chaud, petite salle de muscu... je ne sais pas si ça s est arrangé depuis. lake club salle très grande, machines récentes, peu de monde le matin, pas vu de dragueurs, mais plus chère que california gym (comptez dt an dt mois) néanmoins pour ce qui est des cours, california gym me semble être meilleure",1
"très bon endroit pour évacuer votre stress les coachs sont super très bonne ambiance, je recommande totalement",2
"très propre, spacieuse, bien rangé. la meilleure dans la région grand tunis sud.",2
excellent place pour gym,2
l un des pires services de gestion et de service client.,0
"california gym est décevant pour plusieurs raisons. la salle est petite et bondée, ce qui rend l entraînement inconfortable. plusieurs machines sont en panne, et il semble n y avoir aucune maintenance régulière. une mauvaise expérience avec la nutritionniste, qui ne respecte pas les rendez vous et adopte une attitude très désagréable avec les clients.",0
veuillez régler l escalateur (en panne depuis plus qu un mois) et trouver une solution pour la fuite d eau partout du système de climatisation!,0
du sport de la vie du confort du bien être,2
salle trop petite.cout trop élevé pour le nombre et la qualité de machines.toujours remplie.,0
"je recommande pas cette salle de sport , l accueil est très mal organisé, dt par séance !!! c est grave par rapport le service et touutt ..",0
"une salle trop petite, des prix trop elevés ( dt la seance!), un staff désagreable et impoli. je vous deconseille vivement d y mettre les pieds.",0
"la pire salle de sport de tous les temps, de l équipe à la salle de sport en passant par l équipement et bien sûr leur timing est le pire",0
professionnel,2
"très bonne expérience fitness, équipe pro à la réception surtout mohamed ali et très bons coach, spécialement ahmed et mahdi.",2
merveilleux,2
atroce. capitalisme dans toute sa puissance!!,0
"le coût d un pass journalier est de tnd ( eur). endroit délabré, pas beaucoup de choix pour l équipement. pas beaucoup de monde. pas génial, mais c est probablement la meilleure option dans la région.",1
"c est bondé la plupart du temps, les entraîneurs ne prennent pas la peine de vous aider du tout quand ils vous voient faire un mauvais mouvement, vraiment les entraîneurs sont arrogants, ils continuent à marcher sans rien faire.",0
"le personnel de la réception est parfait, les coachs sont également très gentils contrairement aux coachs de california zephyr, mais je paie par mois pour une salle de sport qui ferme à heures le week end, ce qui est ridicule. j ai été dans des salles de sport partout dans le monde, elles sont toutes moins chères avec de meilleures commodités et elles sont toujours ouvertes.",1
l un des meilleurs de tunis,2
"salle impec , matériel aussi , dommage par contre qu elle ferme à h ...",2
bon emplacement et parking spacieux mais la salle est pas top,2
"service client défavorable septembre , lac , tunis, tunisie je séjourne temporairement dans la région de lac en tunisie, l une des plus chics du pays, le quartier des affaires en quelque sorte. je décide d aller m entraîner à la salle de sport du coin, california gym. un pass journée coûte dinars. pas de problème, je paie. cependant, j ai oublié une bouteille d eau et on ne boit pas l eau du robinet en tunisie. je me renseigne sur la possibilité d acheter une bouteille d eau, et oui, ils ont un distributeur. il faut une pièce d un dinar pour une bouteille, mais je n ai qu un billet de dinars. je demande de la monnaie à la réceptionniste. elle n en a pas. elle promet ensuite de se renseigner auprès du gérant dès qu il sera disponible. elle me demande de lui laisser les dinars et de rapporter la monnaie et la bouteille au début de mon cours. je commence mon cours. il fait très chaud. cours intense. pas de climatisation dans la salle, du moins pas au début. j attends patiemment ma bouteille d eau. quelques minutes plus tard, un monsieur me rend mes dinars. pas de monnaie. pas de bouteille d eau. je continue mon entraînement, bien décidé à tenir le coup. quelques minutes plus tard, ce même monsieur apporte une belle grande bouteille d eau fraîche au professeur de sport. qu est ce qui ne va pas avec cette photo ? que feriez vous ? en tant que client ? en tant que manager ?",0
"surfaite à mourir, la pire salle de sport du monde. pas de sécurité. mauvais entraîneurs. mauvaises odeurs. mauvaises personnes. petite surface. je ne le recommande à personne.",0
matériels manquants trop cher mauvaise clientèle mauvaise gestion,0
"espace spacieux et une grande salle pour toutes les activités sportives, un personnel professionnel, et il possède une chaîne de salles en tunisie et à l étranger.",2
bien,2
bien!!,2
une belle équipe,2
"personnel super et les coachs sont très professionnel top cependant petit bémol le vaporium n est tjr pas en service et les salles sont pas mal climatisé, trop chaud quand ont est en coaching",1
"celui du centre commercial zephyr : bondé, manque d équipements, personnel négligent, sale. en plus, trop cher.",0
qualité,2
excellent,2
surpeuplé. beaucoup d entraîneurs sont impolis et hostiles (à quelques exceptions près). très cher pour ce que c est. les vestiaires sentent vraiment mauvais. la salle de sport est généralement très chaotique : il manque des poids et tout est déplacé. la deuxième salle est généralement bondée pour les cours. je n y retournerai pas.,0
sale,0
sans aucun doute le meilleur groupe de gym de tunis. des cours pour tous les goûts et à toute heure. p.s. : je n ai jamais essayé la salle de musculation.,2
souvent problème d eau chaude california sousse.,2
propre et les gens sont sympathiques. mais c est parfois surpeuplé et les prix sont un peu exagérés.,2
meilleur salle de sport avec toutes les disciplines même la natation. je recommande,2
great clean gym,2
bien,2
"l environnement et les installations sont plutôt bons, en particulier l atmosphère",2
"la qualité n est pas à la hauteur du prix, les machines sont un peu trop serrées, ce qui rend le tout peu pratique. je ne connais pas les autres salles de sport californiennes, mais celle ci est plutôt surfaite à mon avis.",0
"belle salle de sport avec beaucoup d équipement, mais presque toujours bondée, même tôt le matin. de plus, certains coachs personnels sont dispersés et prennent trop de place . mais globalement, l espace est propre et le personnel sympathique : idéal pour s entraîner.",2
vestiaires très petits. l eau de la piscine est trop chaude. le sauna n a pas de lumière. le hammam est froid.,0
"ce feedback concerne california sousse : je tiens à exprimer ma gratitude pour l effort et le professionnalisme de l hôtesse d accueil, emna. depuis mon inscription le , j ai rencontré un problème avec l accès à l application california gym, mais grâce à son intervention, ce problème a été résolu.",2
très belle expérience,2
"bonjour! je fréquente le californie gym du lac et j avais le même apriori que vous sur ce club qui s est révélé erroné. en effet, c est un agréable club,cours superbement bien donnés et professeurs sont pro. j y vais plutôt en matinée car moins de monde qu en soirée. cordialement, soumy",2
tu pourras jamais bénéficier de ton droit au sauna . chaque fois une nouvelle objection . c est h et on ferme a h ça prendra minutes pour que sa marche ect ect . bah laisse le ouvert donc ! est ce que je devrais réserver le sauna ou quoi ! j ai pas que ça dans ma tête je veux just me reposer après une bonne séance w tjiw etayroulou kifoi l aabd !,0
je tiens à remercier le manager m. malek ainsi que les deux coachs nasreddine et surtout farid de la salle california gym lac pour leur excellent travail avec moi et mes collègues.,2
top top top! mention spéciale pour la propreté de la salle ennasr bravo à toute l équipe,2
"california gym est décevant pour plusieurs raisons. la salle est petite et constamment bondée, ce qui rend l entraînement inconfortable. de nombreuses machines sont en panne, et il semble n y avoir aucune maintenance régulière. j ai également eu une mauvaise expérience avec leur nutritionniste, qui ne respecte pas les rendez vous et adopte une attitude très désagréable envers les clients. le seul point positif est leur honnêteté : à plusieurs reprises, j ai oublié des affaires sur place, et ils me les ont toujours rendues.",0
oui çà y est merci j ai trouvé et je suis inscrite ! je suis ravie des cours et de la propreté,2
"différentes localités en tunisie toutes utilisables avec la même carte de membre. la salle de sport du cun dispose également d une petite piscine et ils ont récemment remplacé tous les vélos de spinning (tecnogym), qui sont globalement beaux et bien entretenus, même si le sauna aurait besoin d être entièrement refait et que le vestiaire manque de ventilation et peut être très encombré sans espace pour se changer.",2
cool,2
presque blessé.,0
combien dois je payer par mois ?,2
petite mais on s y habitue ..de bons cours et coachs,2
gestionnaire très grossier et tout ça,0
"très belle salle de sport, assez espacée. il y a le matériel nécessaire pour travailler tous les muscles du corps et faire une bonne séance de sport.",2
"très belle salle de sport comme j ai jamais vu très immense, matériel diversifié en très bonne état, très organisée elle abrite plusieurs salles : salle des cours pour body pump et body attack, une autre salle pour le crossfit ainsi qu une autre pour rpm sans oublier la piscine cependant le comportement de certaines des réceptionnistes est à revoir je tiens à saluer mlle.mayssa la coach du body attack, chapeau bas pour les deux magnifiques séances que j ai effectué avec vous je vous souhaite plein de succès",2
service null matériel non rangé des machines défectueuses encombrante,0
magnifique,2
"je ne remettrai plus jamais les pieds là dedans. se faire voler mes vêtements dans un casier fermé à clé et, cerise sur le gâteau, devoir affronter un gérant impoli et inconsidéré je ne le recommande absolument pas.",0
en deçà des attentes,0
le meilleur club de fitness cg,2
"c est magnifique et il y a tout le nécessaire, sauf le vestibule, qui n est pas très propre et étroit. vous ne serez pas à l aise pour vous changer.",2
"exceptional gym experience stars! i recently joined california gym platinum, and it s been nothing short of amazing! the facility is top tier, with a wide range of high quality equipment, making it ideal for achieving any fitness goal. while you may not find every machine that s available at some other gyms, the overall experience more than makes up for it. the service is excellent, with friendly and professional staff always ready to help. a standout feature is the luxurious spa and jacuzzi area, where you can unwind after a workout. the gym provides towels, robes, and an unlimited supply of bottled water, ensuring your comfort at all times. the swimming pool is fantastic, and the cleanliness and hygiene throughout the gym are impeccable. it s a premium space, which is reflected in the price it s on the higher side, so it may not suit everyone. however, if you re looking for a top notch gym experience, california gym platinum is the place to be. from the excellent trainers and dynamic classes to the relaxing spa area, this gym has it all. highly recommended for those who value quality and are willing to invest in their fitness journey. overall, it s a perfect star experience!",2
"merci pour vos réponses ! dommage pour l abonnement que se soit que du ou mois, j aurai nettement préféré mois peut être y a t il moyen de négocier, et pour moi c est ce qu il y a de plus près. je pense aussi comme toi soumy que le matin tôt doit être moins blindé que le soir après la fermeture des bureaux bref à voir..à voir...",2
dommage que celle ci soit petite. il y a le matériel nécessaire pour une séance de sport !,2
"tout le personnel est super sympa, mais taoufik est le meilleur. je m entraîne avec des coachs en asie, en amérique et en europe, et il est de loin le meilleur ! je recommande cette salle à tous, tunisiens comme étrangers, car vous vous y sentirez bien et pourrez atteindre vos objectifs. je la recommande chaudement.",2
étoiles,2
"l endroit est dans un tel état que j en étais sidéré. il y a une fuite au toit de l espace musculation, la salle de sport est clairement moins propre et entretenue que les autres salles de sport californiennes, alors que les gens paient le même prix ! c est vraiment inadmissible ! on a à peine la place de se déplacer et on se sent tout de suite à l étroit. quelle déception !",0
"personnel très accueillant, coach wissem tres attentif et toujours à l écoute vous êtes les meilleurs",2
"matériel très haut de gamme, propre et confortable.",2
supplémentaire,2
service et accueil chaleureux,2
"excellent acceuil, mais les coachs s occupent uniquement par les femmes. personnellement, j ai payé un abonnement d une année (blue) depuis mois, j y étais uniquement fois... des réclamations sans suite....",0
"d après mon expérience, la salle de sport california est très agréable ! ils sont très gentils et respectent beaucoup leurs clients !",2
endroit paisible,2
trop chaire,1
"salle de sport bien équipée avec très belle vue sur la plage de la marsa, en haut du centre commercial zéphyr",2
bon emplacement.,2
pas assez d o ...,0
"une très excellente salle de sport, merci à tout le personnel",2
"personnel adorable, entraîneurs compétents et cours de qualité. mais la gestion est très mauvaise, les prix sont exorbitants et l espace est très limité. le club est bondé et mal entretenu pour le prix. on peut reprocher à certains clients de ne pas nettoyer après leur passage, mais les vestiaires sont souvent en désordre et rarement nettoyés. d autres centres de loisirs sont certainement meilleurs, mais celui ci perd de plus en plus de clients.",0
la meilleure chaîne de salle de sport en tunisie !,2
bonne ambiance,2
excellent!,2
un club qui crée en toi la passion du sport !,2
"c est une salle de sport très propre avec des coachs très serviables. serviettes et bouteilles d eau à volonté sont fournies, et tout est impeccable. bien que le nombre d équipements ne soit pas comparable à celui d autres pays, les coachs sont toujours disponibles et vous aideront à adapter vos exercices, à les rendre plus difficiles ou plus adaptés. haltères jusqu à kg. la salle de musculation est peu fréquentée et la clientèle est accueillante. il semble y avoir d autres installations comme une piscine et un sauna, mais je ne les ai jamais utilisés. dans l ensemble, je la recommande, surtout si vous séjournez à proximité. les prix lors de mon séjour étaient de ntd (environ ) pour un pass journée, ntd (environ ) pour un pass deux semaines et ntd (environ ) pour un pass mensuel. ces prix sont un peu excessifs, et c est un peu le cas.",2
personnels impeccables sauf la salle a besoin de rénovation et d espace.,1
je metterai si seulement ...,2
"j ai aimé le quartier, il est grand et il y a tout ce qu il faut même de la nourriture.",2
cette salle de sport est plus propre que ma chambre. elle dispose de presque toutes les machines nécessaires. et le personnel est aimable et serviable.,2
"j ai trouvé une place de parking, mais l attitude du personnel était mauvaise. hobestly ne s est même pas entraîné et a décidé d aller à la salle de sport menzah à proximité.",0
endroit agréable,2
excellente salle de sport,2
parmi les meilleures salles en tunisie.,2
magnifique,2
"cette salle de sport a une ambiance très désagréable à cause de sa clientèle peu recommandable. elle est toujours bondée, même en dehors des heures de pointe. les machines sont mal agencées et certaines restent hors service pendant de longues périodes. les vestiaires femmes dégagent constamment une odeur nauséabonde, ce qui rend l expérience encore plus pénible.",0
propre et agréable.,2
un peu brouillon.,1
excellente salle de sport,2
le meilleur club de fitness en tunisie,2
"très bon plan , professionnels , propres et organisés",2
"horaires de fermetures très rigides, bon dans l ensemble",2
excellente salle de sport,2
"j aime ça. il contient presque tout ce dont vous avez besoin, à l exception de la zone crossfit. il peut être emballé ! des cours sont disponibles ainsi qu un pass journalier environ usd.",2
excellent cadre,2
c est vraiment trop bruyant en entend tout dans le quartier de l autre côté de la rue c est pas normal que la salle ne soit pas équipée d un système d insonorisation correct. bref le voisinage est désespéré.,0
"pas d espace pour bien s entraîner et il est trop petit, pas grand chose a dire!",0
mon club,2
"i have been a loyal customer of california gym tunisia for the past five years and i must say their services are excellent. the facility is always clean and well maintained, the staff is friendly and helpful, and the equipment is top notch. i highly recommend california gym to anyone looking for a great place to work out.",2
pour,2
j ai adoré,2
"s ils avaient juste eu une piscine, ça aurait été étoiles à part ça, tout va bien.",2
bien,2
la salle de sport la plus belle et la plus incroyable que j aie jamais vue. je vous souhaite une progression et un succès continus,2
cher,0
"endroit luxueux, propre et sélectionné",2
la meilleure des salle california gym,2
one of the worst management and customer service.,0
"très belle salle de sport, cours sympas, les professeurs sont sympas et bons, mais le reste du personnel est peu aimable : les gens de la réception sont très impolis, l entraîneur dans la zone d entraînement générale ne veut pas aider et essaie de vous pousser à obtenir des heures privées sinon ils ne vous montreront pas comment utiliser les machines... dommage",0
excellente salle de sport,2
rempli a toute heure mais très qualitatif,2
"propre, organisée et professionnelle",2
salle de sport spacieuse avec du bon matériel. très propre je recommande,2
sympa comme salle mais un point de vigilance sur l entretien des outils de musculation,2
tres bonne salle de sport.il y a tout se dont on a besoin salles dd cours vaporium spa ....,2
"salle très propre, matériels professionnels et les personnelles sont très chaleureux.",2
un des meilleurs salles,2
"excellente salle de sport. c est un endroit qui, dès qu on y met les pieds, nous motive vraiment.",2
california gym tunisia is amazing! i love the energetic and motivating environment. the trainers are friendly and always ready to help. the facility is well equipped and the classes are engaging. it s a great place to workout and reach your fitness goals!,1
"cette salle est genialissime! le staff est au petit soin de la clientèles, l endroit est d une propreté irréprochable, un équipement d une haute qualité, un luxe qui mérite son prix! c est pas donné à tout le monde de s y inscrire mais pour tout ceux qui ont en les moyens, ça en vaut vraiment la peine!",2
équipe très professionnel,2
d accord,0
très propre et organisé,2
"un peu plus d entretien ne serait pas de refus, c est honteux de ne pas trouver assez de tapis pendant les cours sans parler des casiers qui ne se ferment pas...",1
acceuil triste limite vous les déranger j ai payer pour jours a deux dinars je de passage a sousse pour jours er et dernière fois nous n avons fait que jours on n a très bien vu que j étais un adepte du rameur poser dans un coin d une salle cela ne me déranger point mais se matin en arrivant a h le coach m a dit de sortir de revenir dans une demi heure sans chercher à trouver une simple solution au moins sortir le rameur le mettre dans un autre coin mais ne pas me faire attendre du coup je leurs fait cadeaux des dinars je ne les dérangerais plus l is une choses est sur je suis d origine maghrébine vivant en france si la même situation se serai passé avec des blonds au s yeux bleues il n aurais pas attendu une seul seconde il s aurai même u le droit a des s excuse !!!,0
cher,0
très bien équipée tout est dispo excellent,2
une salle de musculation très bien située en face hôtel movenpick et surtout très bien équipée avec une partie cardio et une autre partie musculation,2
"a degré et pas de climatiseur à la salle c est pas compatible avec une telle salle prestigieuse, et ça se répète kol youm",0
service personnel presque,0
une belle salle et une belle ambiance,2
donc bondé. vous devez attendre la machine. j ai eu une très mauvaise expérience avec l un des entraîneurs. je vois que le meilleur est celui en platine où vous obtenez un réel respect et un vrai traitement.,0
haut,2
"tout le personnel est très gentil, les entraîneurs sont très serviables à tout moment, mais il y a certainement eu une surcapacité !",2
"excellents coach, une équipe magnifique, sympathiques, grandes gentillesse, professionnels. une grande salle de musculation des differentes salles pour les cours rpm, trx..., salle cross training, piscine, et un club enfant, vestiaires ( hommes, femmes ) je parle de moi, si je fais un mauvais entraînement à un engin, tout de suite, je suis mise au courant par mon coach (med hammouda) je le remercie infiniment et toute l équipe aussi !!",2
"après ans d abonnements annuels successifs, de participation aux événements, california gym a décidé de me voler. j ai payé un abonnement annuel et mois après je suis tombée enceinte. je leur ai présenté un certificat medical où mon médecin explique que j ai pas le droit de faire du sport. ils ont refusé de l ouvrir et m ont dit que la seule chose qu ils peuvent faire c est de m offrir mois gratuits à mon retour. et encore rien de concret, juste une promesse orale. donc en gros ils me proposent de perdre mois que j ai payés. et cerise sur le gâteau, je remplis un formulaire de réclamation, et j envoie mails, réponse. c est vraiment décevant, on ne prend pas la peine d être reconnaissants aux clients fidèles et on les vole. je n y mettrai plus les pieds.",0
super,2
"california team est l une de mes équipes préférées en tunisie mon premier choix est la succursale d urban north center, mais celle de california mall est également géniale j ai eu une expérience incroyable avec coach salim pour l entraînement musculaire. je le recommande vivement pour les cours de body combat, habil est fantastique ! l expérience globale a été excellente. tout est super propre et le personnel est incroyablement sympathique.",2
bravo équipe california gym lac bon continuation,2
waouh c est bien,2
ça ne vaut pas le prix,0
"the best gym in tunis. propre, personnel accueillant, conseil ! je recommande fortement",2
"le spa hammam piscine jacuzzi étais plutôt sympa à part que le jacuzzi n en ai pas un l eau n est pas chauffé juste des bulles, sur les trois hammam il n y en avais qu un seul de fonctionnel les autre ne marchais pas ensuite aucune précision concernant le supplement mais une surprise à la fin où on nous demande de payer dt pour un massage sans que cela soit préciser par aucune affiche ou au téléphone et quand on demande pourquoi ça n a pas été préciser on nous dit que on n avais qu à demander. propreté des lieux excellent et mise à dispositions de peignoir top. accueil à revoir du moins",1
un excellent club et une équipe professionnelle de coaching dès la réception jusqu aux plateaux d entraînement,2
"les entraîneurs à l intérieur sont négligents, impolis et ne parlent littéralement qu aux femmes, l espace est petit, on peut sentir la sueur de tout le monde, presque pas de machines, presse à jambes et machine à tirage latéral dans une salle de sport à dt par mois, ils vous font passer par tellement de paperasse que vous avez l impression de faire une demande de visa, et aucun miroir devant les machines donc vous ne pouvez même pas vérifier votre formulaire, très encombré et tout l espace est donné à des cours comme la zumba et le cours de spinning parce qu ils paient un supplément, une arnaque avide d argent, le propriétaire devrait avoir honte",0
on trouve tt,2
haut,2
excellent club,2
endroit magnifique avec une bonne équipe,2
le nombre de machines est très limité et insuffisant pour tous les membres.,0
"a eviter! parking payant, ascenseur dans la plupart des temps en panne (la salle est dans le eme etage), materiel de musculation yeser ne es (par contre barcha materiel fessiers!) je donne deux etoiles pour les cours",0
ans à california gym propreté excellente partout vestiaires douches piscines salle des cours matériel propreté sans faille qualite elevee du matériel très vien entretenu coachs supers très professionnels accueil toujours parfait avec le sourire et la qsualite une gamme de sport très variées et un grand nombre de salle pour moi c un projet d excellence pour ma retraite nb une requête est très vite prise en compte et solutionner parfait,2
super surtout les cours les profs sont tops,2
la meilleur destination pour ceux qui veux pratiquer le sport,2
une salle tres proposer personnel top je la recommande vivement cette salle california les berges du lac,2
personnel acceuillant grande salle par rapport aux autres,2
en un mot : impeccable!! smart machines cardio dernière technologie !!! diversité d activités sportives pour tout les niveaux !! hygiène des lieux rien à dire ! au top du top ! déco raffinée! la piscine et le spa sont propres et offrent une intimité et un confort inégalable ! personnels acceuillants souriants et très polis !!! franchement très agréablement surprise par la gamme de produits des soins !! du haut de gamme!! un !! j espère que les responsables garderont ce level d excellence !!,2
bonne salle de sport. propre et bien rangée. plus de disques et de barres seraient utiles pour les haltérophiles et les hommes forts ;),2
je me demande combien de temps ça vous prends pour réparer la machine des quads ça fait environ mois qu elle soit en panne!! dérniérement la machine papillon a été disparu c quoi ça!! on ne paie pas une telle somme d argents pour ça! je vais pas renouveller mon abonnement je vais changer de salle avec mon groupe donc vous aller perdre adhérents.,0
"merci pour l accueil, c était très propre avec un agréable service.",2
bien organisé et les conditions sanitaires durant le covid sont bien respectées.,2
"je tiens à remercier mrs khouloud de la réception de californie gym de tunisia mall pour toute son attention,devouement et sympathie,vraiment grand bravo et bonne continuation et bravo aussi aux équipes coatchs ,je recommande vivement",2
"tout est top, sauf la sono dans la salle rpm qui est mauvaise : ( j espere que ça changera bientot parcequ on aime bien le rpm",0
c était un endroit agréable pour faire de l exercice là bas,2
"une expérience formidable pour une salle de fitness d excellente qualité et proposant une variété d activités. elle comprend de nombreuses salles de sport polyvalentes permettant de pratiquer de nombreuses activités. on y trouve également une piscine intérieure, une salle de musculation, une salle de cardio et bien d autres salles que je n ai pas eu le temps de visiter. une visite unique, rapide mais agréable. une équipe entièrement intégrée pour répondre aux demandes des clients et des salles de bains entièrement équipées avec sauna et hammam je le recommande vivement. si j étais résident, je reviendrais sans hésiter. on m a dit qu il y avait dix salles dans la capitale, tunis, et que l on pouvait entrer dans chacune d elles avec le même abonnement",2
super endroit pour se remettre en forme et investir dans sa santé.,2
rien à réclamer tout est bon,2
très fréquenté,1
douche très chaude sachant qu il faisait dehors malgré qu on a réclamé pas mal de fois depuis mois presque,0
lieu confirmé,1
"perso, je vais chez california gym à la marsa (au dessus de topnet). c est surtout axé sur un circuit de minutes en alternant machines et exercices avec un coach. c est réservé aux femmes. j aime bien, c est une petite salle tranquille",2
j adore,2
superbe salle de sport conforme aux normes allemandes ! réceptionniste sympathique ! merci !,2
super,2
excellent,2
"parfaite aération. un grand espace, bien propre",2
endroit agréable,2
la meilleure chaîne de salles de sport en tunisie,2
"très bonne salle, matériel rénové c est top",2
pour,2
ahsen wahda mariem,2
personnel propre et agréable,2
personnel gentil grande salle,2
"california gym la marsa, une salle de sport insalubre! pas d eau chaude dans les douches des femmes, odeur nauséabonde d égouts, moisissures partout, équipements délabrés, casiers sur cassés et non fonctionnels, des fils électriques qui sortent de partout et un danger pour la vie des utilisateurs, chay y achem w yradded!!",0
"je pense que cette salle de sport n est vraiment pas mal, toutes les machines nécessaires y sont. en revanche, certaines machines sont rouillés ou en panne et je pense qu un petit rafraîchissement serait plus que apprécié surtout si l on compare california gym sousse à celle du zéphyr la marsa ou à la salle elloumi concept.",1
toooop! dernière technologie du matrix,2
"salle de sport exceptionnelle, et je suis ravi de partager mon expérience. la salle est immense, avec de nombreux espaces dédiés à différents types d activités sportives. elle peut accueillir un grand nombre d adhérents sans jamais se sentir surpeuplée. les machines sont impeccablement propres et bien entretenues, ce qui est essentiel pour une bonne séance d entraînement. la salle est dirigée par une équipe de coachs compétents et toujours prêts à aider les adhérents à atteindre leurs objectifs sportifs. les cours proposés sont variés et nombreux, offrant un large choix pour tous les goûts et niveaux. les vestiaires sont propres, bien aménagés et complets, offrant tout le confort nécessaire après une séance de sport intense. de plus, la salle dispose de toutes les installations nécessaires pour un entraînement complet. en résumé, cette salle de sport est un véritable havre pour les amateurs de fitness. avec ses équipements de qualité, ses coachs dévoués et ses installations complètes, elle offre tout ce qu il faut pour une expérience sportive optimale.",2
"une super équipe de coachs et un programme ultra absolument génial.tout ce qu il faut pour s entraîner...super salle,moderne,très agréable de venir s y entraîner... les résultas sont éloquents ! j adore this place !!",2
excellent équipement. la climatisation ne fonctionne pas ces derniers temps et il y a généralement beaucoup de monde.,1
